,T,TM,Tm,SLP,H,PP,VV,V,VM,PM2.5,year
1864,13.9,24.1,5.5,1013.8,61.0,0.0,1.6,1.7,9.4,163.9166717529297,2018
1865,14.6,24.0,6.1,1014.4,59.0,0.0,1.3,2.2,7.6,152.875,2018
1869,16.4,23.4,9.0,1022.5,75.0,0.0,1.6,5.2,14.8,194.9166717529297,2018
1870,16.4,23.5,10.2,1021.6,63.0,0.0,1.8,11.1,25.9,130.66667175292972,2018
1871,17.5,23.4,11.6,1019.6,66.0,0.0,2.4,9.8,25.9,152.375,2018
1875,18.1,26.6,10.0,1013.9,60.0,0.0,1.6,3.3,18.3,172.0,2018
1876,19.0,28.2,10.1,1012.9,62.0,0.0,2.1,4.4,14.8,184.875,2018
1877,21.5,31.2,12.5,1010.5,59.0,0.0,1.8,1.5,5.4,152.6666717529297,2018
1881,22.5,31.6,17.0,1015.4,65.0,0.0,1.9,7.4,16.5,68.91666412353516,2018
1882,21.1,29.4,14.5,1012.8,64.0,0.0,2.6,11.3,25.9,123.125,2018
1883,22.3,29.8,15.4,1012.6,65.0,0.0,1.9,6.3,24.1,120.91666412353516,2018
1885,21.7,30.7,14.9,1010.8,62.0,0.0,1.6,1.7,7.6,119.41666412353516,2018
1886,22.9,31.0,15.5,1009.0,58.0,0.0,2.3,3.9,14.8,110.75,2018
1887,24.1,32.3,16.6,1006.9,53.0,0.0,2.1,2.0,9.4,94.29166412353516,2018
1891,21.8,29.4,14.7,1012.3,53.0,0.0,2.6,7.6,22.2,39.29166793823242,2018
1892,22.6,31.6,13.3,1013.2,57.0,0.0,2.3,3.1,14.8,44.91666793823242,2018
1893,23.4,32.2,14.8,1013.1,52.0,0.0,1.8,3.5,11.1,57.1363639831543,2018
1897,25.9,35.6,17.1,1008.9,45.0,0.0,2.3,2.8,11.1,163.0,2018
1898,24.8,36.2,17.0,1007.1,47.0,0.0,2.7,1.9,9.4,162.0833282470703,2018
1899,25.0,34.1,17.2,1007.8,51.0,0.0,2.6,11.3,27.8,63.45833206176758,2018
1903,24.6,34.4,15.0,1012.9,44.0,0.0,2.3,4.4,14.8,103.08333587646484,2018
1904,26.1,35.0,16.5,1009.2,45.0,0.0,2.6,2.2,5.4,208.8333282470703,2018
1905,26.1,35.0,21.0,1007.8,53.0,0.0,2.6,5.6,14.8,74.66666412353516,2018
1909,25.7,32.3,18.5,1013.6,49.0,0.0,1.9,8.7,22.2,140.84210205078125,2018
1910,26.3,33.6,19.5,1011.0,44.0,0.0,2.6,9.1,22.2,98.58333587646484,2018
1911,27.1,36.8,17.3,1007.9,38.0,0.0,3.2,4.6,14.8,60.41666793823242,2018
1915,26.9,36.2,20.0,1007.6,51.0,0.0,2.9,9.1,14.8,89.875,2018
1916,27.8,34.8,20.0,1008.6,52.0,0.0,2.7,6.1,11.1,71.95833587646484,2018
1917,27.6,36.2,20.8,1009.0,53.0,0.0,2.6,4.8,11.1,76.41666412353516,2018
1918,29.4,38.2,21.4,1007.2,49.0,0.0,2.6,2.6,5.4,113.375,2018
1922,27.9,36.6,19.0,1008.3,57.0,5.08,2.7,5.9,9.4,65.45833587646484,2018
1923,29.4,35.6,23.0,1008.8,51.0,0.0,2.3,9.1,18.3,77.75,2018
1924,25.2,36.3,20.2,1010.1,67.0,2.03,2.9,6.7,22.2,114.45833587646484,2018
1928,25.8,34.4,18.2,1008.3,38.0,0.0,2.3,3.0,14.8,97.875,2018
1929,28.1,36.0,18.2,1006.8,36.0,0.0,3.1,4.6,14.8,77.33333587646484,2018
1930,30.1,38.0,20.5,1006.0,39.0,0.0,2.7,3.1,11.1,48.33333206176758,2018
1934,31.1,39.0,23.0,1003.0,32.0,0.0,2.6,5.0,22.2,61.875,2018
1935,32.7,39.4,24.0,1002.6,26.0,0.0,1.9,12.4,33.5,82.125,2018
1936,29.2,39.5,24.0,1007.9,31.0,0.0,2.6,9.1,14.8,139.91667175292972,2018
1940,31.7,41.4,20.8,1002.3,26.0,0.0,2.6,5.6,18.3,105.75,2018
1941,33.2,41.6,25.5,1001.5,31.0,0.0,1.9,4.8,13.0,119.16666412353516,2018
1942,32.4,42.0,26.4,1004.7,48.0,0.0,3.1,7.0,9.4,121.45833587646484,2018
1946,31.7,40.0,26.5,1003.4,52.0,0.0,2.7,10.0,14.8,79.29166412353516,2018
1947,28.8,37.6,20.2,1004.7,59.0,12.95,1.6,13.7,31.3,81.875,2018
1948,29.6,34.2,25.0,1005.8,52.0,0.0,1.9,10.0,14.8,73.20833587646484,2018
1952,31.2,38.0,24.0,1003.2,40.0,0.0,1.9,11.7,37.0,117.375,2018
1953,29.1,39.6,24.6,1004.3,43.0,0.0,1.8,7.4,22.2,86.83333587646484,2018
1954,28.3,35.2,22.4,1006.1,57.0,0.0,1.9,3.3,11.1,88.625,2018
1958,29.9,42.2,24.4,1003.5,56.0,7.87,1.8,12.0,31.3,87.08333587646484,2018
1959,30.2,35.6,24.0,1004.6,53.0,0.0,2.6,6.7,9.4,107.91666412353516,2018
1960,32.2,37.4,26.4,1002.2,54.0,0.0,2.7,5.2,16.5,76.625,2018
1964,33.1,41.2,26.4,1001.7,40.0,0.0,1.9,4.4,14.8,86.91666412353516,2018
1965,33.2,41.4,27.0,1002.8,33.0,0.0,2.6,3.1,14.8,65.16666412353516,2018
1966,34.1,41.2,25.5,1002.9,26.0,0.0,2.7,5.9,16.5,44.29166793823242,2018
1970,34.5,43.0,23.8,1000.1,25.0,0.0,2.7,6.5,22.2,119.70833587646484,2018
1971,34.5,44.0,24.5,998.9,27.0,0.0,1.9,4.4,18.3,124.25,2018
1972,36.1,45.0,26.3,998.1,24.0,0.0,2.7,8.7,25.9,143.0416717529297,2018
1976,35.9,42.0,29.4,999.7,46.0,0.0,2.7,7.0,14.8,60.0,2018
1977,34.6,42.1,28.4,1000.7,50.0,0.0,2.6,12.8,33.5,87.08333587646484,2018
1978,32.3,42.0,26.6,1001.6,53.0,0.0,2.7,12.0,18.3,84.04166412353516,2018
1979,34.0,39.2,27.7,998.6,56.0,0.0,2.6,9.6,14.8,97.76190185546876,2018
1983,35.8,40.8,29.2,997.0,53.0,0.0,1.9,6.5,11.1,84.20833587646484,2018
1984,35.2,41.4,32.0,994.3,55.0,0.0,1.9,11.3,18.3,83.375,2018
1985,30.3,40.5,25.6,995.1,75.0,5.08,1.4,11.5,33.5,55.95833206176758,2018
1989,37.8,41.7,34.0,990.4,41.0,0.0,1.6,19.4,33.5,63.3636360168457,2018
1990,36.8,41.2,33.0,992.5,41.0,0.0,1.6,16.9,25.9,52.13043594360352,2018
1991,36.7,40.5,33.4,994.7,43.0,0.0,1.9,17.4,27.8,152.5625,2018
1995,34.2,39.4,26.5,998.2,49.0,0.0,2.6,5.9,16.5,73.0,2018
1996,35.2,40.2,29.8,998.9,55.0,0.0,2.6,1.9,5.4,58.625,2018
1997,36.2,41.9,30.9,998.2,50.0,0.0,1.9,3.5,11.1,61.5,2018
2001,36.6,42.2,32.6,993.8,42.0,0.0,2.1,11.3,31.7,71.29166412353516,2018
2002,32.4,42.7,30.7,995.5,59.0,0.0,1.9,5.4,11.1,74.375,2018
2003,30.3,37.5,26.2,997.8,76.0,3.05,1.9,10.2,18.3,197.84616088867188,2018
2007,32.6,36.2,29.0,997.2,68.0,0.0,1.9,11.9,22.2,104.5999984741211,2018
2008,31.2,37.4,24.4,995.6,66.0,22.1,2.9,12.0,24.1,148.05555725097656,2018
2009,32.1,37.8,23.6,995.7,70.0,0.0,2.3,6.3,13.0,121.2272720336914,2018
2013,33.7,37.8,28.2,997.0,59.0,0.0,1.9,3.1,14.8,65.19047546386719,2018
2014,35.2,39.4,28.5,995.6,55.0,0.0,3.1,3.3,7.6,73.54545593261719,2018
2015,33.4,40.1,30.8,996.1,71.0,0.0,1.9,9.4,14.8,151.6666717529297,2018
2019,29.3,37.8,26.2,996.9,85.0,54.1,1.9,3.7,9.4,249.6842041015625,2018
2020,30.3,34.2,25.4,996.2,82.0,0.0,1.9,3.7,11.1,275.57144165039057,2018
2021,31.8,35.2,27.6,996.2,77.0,0.0,1.9,5.6,11.1,30.39130401611328,2018
2025,32.8,37.3,28.8,996.9,73.0,0.0,2.6,5.2,11.1,198.1999969482422,2018
2026,29.2,37.8,26.0,996.8,87.0,23.88,1.9,1.9,5.4,350.4444580078125,2018
2027,29.2,33.4,27.0,997.3,89.0,7.11,1.9,2.8,7.6,107.75,2018
2031,29.5,36.7,28.0,997.3,84.0,1.02,1.9,3.9,9.4,42.54166793823242,2018
2032,26.9,32.2,25.8,997.6,95.0,5.08,1.9,6.5,11.1,35.79166793823242,2018
2033,26.7,28.7,25.2,996.7,95.0,45.97,1.9,3.1,13.0,43.45833206176758,2018
2037,30.0,34.5,27.2,997.0,76.0,0.0,1.9,8.3,14.8,33.70833206176758,2018
2038,31.5,35.0,26.0,997.0,71.0,0.51,2.7,5.0,14.8,31.875,2018
2039,32.1,35.6,28.2,998.3,67.0,0.0,2.3,13.0,22.2,69.79166412353516,2018
2040,31.5,35.8,28.2,998.6,68.0,0.0,2.3,11.7,22.2,62.91666793823242,2018
2044,28.2,31.8,26.4,999.2,89.0,2.03,1.9,2.6,7.6,47.45833206176758,2018
2045,30.4,33.4,26.5,999.9,83.0,4.06,1.9,4.6,9.4,48.91666793823242,2018
2046,32.0,35.4,27.6,1001.8,73.0,0.51,2.3,4.6,14.8,49.5,2018
2050,30.4,33.2,27.6,997.1,78.0,7.87,1.9,1.7,7.6,32.95833206176758,2018
2051,30.8,34.4,27.4,997.6,80.0,0.51,2.3,4.3,9.4,31.5,2018
2052,31.1,35.3,28.4,999.9,73.0,8.89,2.6,5.6,14.8,56.375,2018
2057,30.0,33.6,25.9,999.8,83.0,40.89,1.9,4.3,9.4,51.375,2018
2058,31.7,36.4,26.2,999.2,73.0,0.0,1.9,4.6,9.4,43.375,2018
2062,30.3,34.4,27.0,998.5,73.0,0.0,2.6,11.3,24.1,50.0,2018
2063,31.0,34.2,27.0,998.0,73.0,0.0,3.2,7.8,24.1,56.0625,2018
2064,29.6,34.9,26.5,999.8,83.0,2.03,2.6,2.6,9.4,60.0,2018
2068,30.9,35.1,28.0,1000.0,76.0,0.0,2.3,4.8,11.1,25.34782600402832,2018
2069,27.1,34.0,23.5,1002.6,93.0,24.89,1.8,4.8,16.5,25.29166603088379,2018
2070,26.7,29.4,25.0,1002.3,92.0,24.89,1.9,4.6,11.1,26.761905670166016,2018
2071,26.7,29.0,25.6,1002.4,95.0,36.07,1.6,0.4,3.5,47.04166793823242,2018
2075,28.3,34.6,24.6,1003.2,86.0,20.07,2.1,1.7,9.4,44.41666793823242,2018
2076,28.7,34.1,25.5,1003.5,83.0,2.03,2.6,9.3,22.2,66.45833587646484,2018
2077,28.6,33.6,25.0,1005.2,80.0,6.1,3.1,8.1,11.1,62.91666793823242,2018
2081,30.3,33.6,26.5,1003.3,67.0,0.0,2.6,13.0,18.3,57.20833206176758,2018
2082,29.5,34.4,22.2,1005.7,70.0,0.0,3.4,7.0,14.8,50.33333206176758,2018
2083,30.6,34.6,25.5,1007.3,60.0,0.0,4.0,8.1,13.0,50.41666793823242,2018
2088,30.0,35.4,24.0,1005.2,66.0,0.0,2.7,2.8,7.6,41.20833206176758,2018
2089,28.3,35.7,23.8,1008.0,75.0,0.0,2.6,9.1,14.8,44.21739196777344,2018
2090,25.8,34.0,22.2,1008.0,91.0,26.92,1.9,10.9,18.3,45.95833206176758,2018
2095,28.0,33.2,22.6,1007.8,75.0,0.0,2.7,2.4,7.6,49.5,2018
2096,29.3,35.4,23.2,1008.3,63.0,0.0,2.6,2.0,11.1,62.9375,2018
2097,28.9,35.5,23.4,1009.1,65.0,0.0,2.3,2.6,11.1,91.5,2018
2099,28.2,34.8,22.2,1008.4,66.0,0.0,2.7,2.6,9.4,51.79166793823242,2018
2100,28.7,35.2,22.5,1008.8,63.0,0.0,2.6,0.4,3.5,72.81818389892578,2018
2101,28.8,35.6,22.5,1008.5,59.0,0.0,2.6,0.4,3.5,119.875,2018
2105,26.4,34.6,20.2,1010.0,63.0,0.0,2.3,1.9,7.6,100.625,2018
2106,27.5,34.8,20.1,1008.1,63.0,0.0,1.9,2.0,9.4,151.0416717529297,2018
2107,27.8,35.3,22.4,1007.4,66.0,0.0,1.9,3.7,9.4,156.25,2018
2112,24.2,31.8,17.3,1011.6,58.0,0.0,2.6,5.4,14.8,252.0,2018
2113,25.7,32.5,17.0,1012.1,58.0,0.0,2.6,3.0,9.4,252.625,2018
2117,27.1,34.0,17.8,1011.0,54.0,0.0,2.3,2.8,9.4,207.0416717529297,2018
2118,26.0,33.8,17.4,1013.8,52.0,0.0,2.4,2.0,7.6,230.25,2018
2123,24.5,32.5,15.0,1014.8,58.0,0.0,2.4,2.0,7.6,206.75,2018
2124,24.2,32.4,15.8,1016.8,59.0,0.0,2.1,0.6,5.4,235.5833282470703,2018
2125,24.2,31.0,15.6,1016.7,62.0,0.0,1.9,2.4,9.4,199.875,2018
2129,24.1,31.0,16.0,1015.3,63.0,0.0,1.6,2.2,10.7,226.4583282470703,2018
2130,24.1,31.1,16.0,1014.3,65.0,0.0,1.6,5.0,14.4,222.125,2018
2131,24.6,32.0,16.0,1012.1,63.0,0.0,1.6,4.1,7.6,317.0,2018
2132,25.2,31.6,18.5,1011.7,63.0,0.25,1.9,9.4,14.8,268.8695678710937,2018
2136,20.3,28.0,12.5,1015.7,44.0,0.0,3.1,8.3,18.3,175.0416717529297,2018
2137,18.6,27.8,10.5,1014.7,58.0,0.0,1.4,1.1,3.5,189.6666717529297,2018
2142,21.9,30.2,14.2,1009.6,74.0,0.25,1.3,4.1,9.4,198.4583282470703,2018
2143,22.2,29.4,17.6,1011.4,77.0,7.11,2.3,5.4,14.8,156.7083282470703,2018
2144,22.2,28.5,16.2,1015.2,67.0,1.02,2.4,4.8,9.4,135.58332824707028,2018
2154,19.3,27.9,10.4,1016.4,59.0,0.0,2.9,2.0,9.4,146.6666717529297,2018
2155,19.8,27.2,10.5,1016.3,64.0,0.0,2.1,0.7,5.4,119.70833587646484,2018
2156,20.8,28.2,10.7,1018.0,65.0,0.0,1.9,0.9,5.4,110.875,2018
2161,19.6,28.0,9.0,1014.6,56.0,0.0,2.4,2.4,11.1,203.5833282470703,2018
2162,18.9,28.1,8.6,1016.7,58.0,0.0,1.9,3.5,9.4,60.20000076293945,2018
2166,17.5,25.1,8.8,1015.7,67.0,0.0,1.9,4.8,22.2,239.0416717529297,2018
2167,16.5,24.2,7.6,1016.3,70.0,0.0,1.8,2.8,11.1,349.2916564941406,2018
2168,17.4,25.0,8.2,1014.9,66.0,0.0,1.8,1.1,7.6,188.0416717529297,2018
2173,15.7,21.4,8.0,1022.8,74.0,0.0,1.9,5.9,14.8,258.15789794921875,2018
2174,15.3,22.0,8.2,1022.3,78.0,0.0,1.9,5.6,13.0,223.25,2018
2178,14.8,22.3,5.2,1018.9,67.0,0.0,2.1,4.6,11.1,334.875,2018
